seed,trial,original_action,q_margin,saliency_values,changed,faithful_top_salient,faithful_least_salient,faithful_random
1,61,3,0.03492164611816406,"[0.8218215703964233, 1.2724783420562744, 1.2155002355575562]","[False, True, True]",True,False,True
1,62,3,0.1605091094970703,"[1.3099088668823242, 0.9166480898857117, 1.0181975364685059]","[False, False, False]",False,False,False
1,63,3,0.047003746032714844,"[1.785879135131836, 1.1677299737930298, 1.0879427194595337]","[True, True, True]",True,True,True
1,64,3,0.10385608673095703,"[1.501407265663147, 0.9549679160118103, 0.7941281795501709]","[True, False, False]",True,False,True
1,65,3,0.2469501495361328,"[1.0749315023422241, 1.1846904754638672, 1.1666816473007202]","[False, False, False]",False,False,False
1,66,3,0.009490013122558594,"[0.8306783437728882, 1.0350821018218994, 0.9395719170570374]","[True, False, True]",False,True,False
1,67,0,0.1549062728881836,"[0.9153105616569519, 0.8678378462791443, 1.5391411781311035]","[False, False, False]",False,False,False
1,68,3,0.20180606842041016,"[0.8751704692840576, 0.7677151560783386, 1.4404884576797485]","[False, False, False]",False,False,False
1,69,3,0.24540328979492188,"[0.7386906147003174, 1.029543161392212, 0.8606641888618469]","[False, False, False]",False,False,False
1,70,3,0.07438087463378906,"[0.8711471557617188, 1.2839833498001099, 0.865452229976654]","[False, True, True]",True,True,True
1,71,0,1.5159673690795898,"[1.2160452604293823, 0.8040353059768677, 0.5889375805854797]","[False, False, True]",False,True,True
1,72,3,0.029043197631835938,"[1.1496267318725586, 1.0520137548446655, 1.6280982494354248]","[False, True, True]",True,True,False
1,73,3,0.2760486602783203,"[1.8073128461837769, 0.6071305871009827, 0.5887615084648132]","[False, False, False]",False,False,False
1,74,3,0.055718421936035156,"[0.7859309911727905, 0.8266839385032654, 1.0586841106414795]","[False, False, True]",True,False,False
1,75,3,2.424020767211914,"[0.3725048899650574, 2.107551097869873, 1.1929993629455566]","[False, False, False]",False,False,False
