seed,trial,original_action,q_margin,saliency_values,changed,faithful_top_salient,faithful_least_salient,faithful_random
2,27,0,0.06293869018554688,"[1.0358458757400513, 1.076596736907959, 0.8849493265151978]","[False, False, False]",False,False,False
2,28,0,0.12006378173828125,"[0.8387745022773743, 1.0748454332351685, 1.1171810626983643]","[False, False, False]",False,False,False
2,29,0,0.7266082763671875,"[0.5829388499259949, 1.084556221961975, 1.682463526725769]","[False, False, False]",False,False,False
2,30,0,0.5226230621337891,"[1.0289684534072876, 1.062175989151001, 1.2722282409667969]","[False, False, False]",False,False,False
2,31,0,0.10974693298339844,"[1.2058258056640625, 0.9368123412132263, 1.2144652605056763]","[False, False, False]",False,False,False
2,32,0,0.07866096496582031,"[0.857598602771759, 1.1714600324630737, 0.8257537484169006]","[True, False, False]",False,False,False
2,33,0,0.02316570281982422,"[0.7693669199943542, 0.9837880730628967, 0.6748473644256592]","[False, False, False]",False,False,False
2,34,0,0.2014293670654297,"[1.0603156089782715, 1.0202453136444092, 0.8096697330474854]","[False, False, False]",False,False,False
2,35,0,0.09636974334716797,"[0.8710101842880249, 0.7143454551696777, 1.0167162418365479]","[False, False, False]",False,False,False
2,36,0,0.5034952163696289,"[1.1983994245529175, 1.1351110935211182, 1.0724987983703613]","[False, False, False]",False,False,False
2,37,3,0.09669876098632812,"[1.1308684349060059, 1.2851386070251465, 1.0986443758010864]","[True, False, True]",False,True,True
2,38,0,0.16898441314697266,"[1.286908507347107, 1.266413927078247, 0.9056540727615356]","[False, False, False]",False,False,False
2,39,0,0.025045394897460938,"[1.0377938747406006, 1.047080159187317, 1.040526270866394]","[False, False, False]",False,False,False
2,40,0,0.1980123519897461,"[0.8662214875221252, 0.969674289226532, 1.0367282629013062]","[False, False, False]",False,False,False
2,41,0,0.0663919448852539,"[0.767020583152771, 1.1836405992507935, 1.057795763015747]","[False, False, False]",False,False,False
2,42,0,0.0663919448852539,"[1.057795763015747, 0.767020583152771, 1.1836405992507935]","[False, False, False]",False,False,False
2,43,0,0.17847442626953125,"[1.2364044189453125, 1.009958028793335, 0.9194002151489258]","[False, False, False]",False,False,False
2,44,3,0.0814199447631836,"[1.3015960454940796, 1.0787441730499268, 1.0019904375076294]","[True, True, False]",True,False,True
2,45,0,0.09107780456542969,"[0.7843265533447266, 1.354529857635498, 1.072404384613037]","[False, False, False]",False,False,False
2,46,0,0.12176513671875,"[1.1473383903503418, 1.271838903427124, 0.7802190184593201]","[False, False, False]",False,False,False
2,47,3,0.021146774291992188,"[0.9721970558166504, 1.2010135650634766, 1.3309946060180664]","[False, True, True]",True,False,False
2,48,0,0.19110393524169922,"[1.6478203535079956, 0.6982916593551636, 0.892014741897583]","[False, False, False]",False,False,False
2,49,0,0.6494483947753906,"[1.103206992149353, 0.8578477501869202, 1.7500534057617188]","[False, False, False]",False,False,False
2,50,3,0.841710090637207,"[1.3845772743225098, 0.9801364541053772, 0.9533969163894653]","[True, False, False]",True,False,False
2,51,0,0.2864542007446289,"[1.090592622756958, 0.9748271107673645, 0.8796184062957764]","[False, False, False]",False,False,False
2,52,3,0.8395853042602539,"[0.8510395884513855, 1.574272632598877, 0.6166947484016418]","[False, True, False]",True,False,True
2,53,3,1.3100967407226562,"[0.8875773549079895, 1.3756673336029053, 0.9771192073822021]","[False, True, False]",True,False,False
2,54,3,0.8740291595458984,"[1.4889719486236572, 0.7608196139335632, 0.7131326794624329]","[True, False, False]",True,False,False
2,55,0,0.0214691162109375,"[1.134305715560913, 1.1801613569259644, 1.0901095867156982]","[False, False, True]",False,True,False
2,56,0,0.1607036590576172,"[0.9389181137084961, 1.2182836532592773, 1.0333638191223145]","[False, False, False]",False,False,False
2,57,3,0.02384471893310547,"[0.9965375065803528, 0.8861562609672546, 1.2542105913162231]","[True, False, True]",True,False,True
2,58,0,0.13817977905273438,"[1.1353918313980103, 1.0200741291046143, 1.272412896156311]","[False, False, False]",False,False,False
2,59,0,0.18665599822998047,"[0.9621748328208923, 1.6104066371917725, 0.8828166723251343]","[False, False, False]",False,False,False
2,60,0,0.1419382095336914,"[1.0835399627685547, 1.092966079711914, 0.9011080861091614]","[False, False, False]",False,False,False
2,61,0,0.0635671615600586,"[1.1497266292572021, 0.9427521228790283, 0.9570574760437012]","[False, False, False]",False,False,False
2,62,0,0.07520198822021484,"[1.0921049118041992, 1.3462576866149902, 0.9974550008773804]","[False, False, False]",False,False,False
2,63,0,0.1270751953125,"[0.7611901164054871, 0.9846658110618591, 0.8947268128395081]","[False, False, False]",False,False,False
2,64,0,0.1616811752319336,"[0.7880626320838928, 0.9841222167015076, 1.1538610458374023]","[False, False, False]",False,False,False
2,65,3,0.03233814239501953,"[0.4008774757385254, 0.09273264557123184, 1.0327346324920654]","[False, True, True]",True,True,True
2,66,0,0.16915130615234375,"[0.8085325360298157, 0.7862046957015991, 1.02721107006073]","[False, False, False]",False,False,False
2,67,0,0.1314525604248047,"[1.0857024192810059, 1.922210931777954, 0.574204683303833]","[False, False, False]",False,False,False
2,68,0,0.2982454299926758,"[1.172442078590393, 1.1322872638702393, 1.0584603548049927]","[False, False, False]",False,False,False
2,69,3,0.8701324462890625,"[1.4949290752410889, 1.0913339853286743, 0.8261327147483826]","[False, True, False]",False,False,False
2,70,0,0.17808151245117188,"[1.1472246646881104, 1.1443634033203125, 1.2195912599563599]","[False, False, False]",False,False,False
2,71,0,0.011014938354492188,"[1.0621331930160522, 1.2079665660858154, 0.9316738247871399]","[False, False, True]",False,True,True
2,72,3,0.08073806762695312,"[0.9020324349403381, 1.1989376544952393, 1.3541450500488281]","[True, True, True]",True,True,True
2,73,0,0.03931617736816406,"[0.9353190064430237, 1.0595717430114746, 0.9608052372932434]","[False, False, False]",False,False,False
2,74,3,0.7343530654907227,"[1.318649172782898, 1.430882453918457, 0.7817801237106323]","[False, True, False]",True,False,False
2,75,0,1.4124088287353516,"[0.8798779845237732, 0.7402380704879761, 1.650285005569458]","[False, False, False]",False,False,False
2,76,0,0.07991409301757812,"[1.216994047164917, 0.9754834175109863, 1.2474806308746338]","[False, False, False]",False,False,False
2,77,0,0.16037559509277344,"[0.9627059102058411, 0.7616800665855408, 1.1133688688278198]","[False, False, False]",False,False,False
2,78,0,0.3755960464477539,"[0.9220311045646667, 1.182098627090454, 1.173988938331604]","[False, False, False]",False,False,False
2,79,3,0.05686187744140625,"[1.1941436529159546, 1.2531241178512573, 0.9057552218437195]","[True, True, False]",True,False,True
2,80,0,0.21557998657226562,"[0.2654014229774475, 0.1081894263625145, 0.8892877697944641]","[False, False, False]",False,False,False
2,81,3,1.2372674942016602,"[0.9032266736030579, 0.7753176689147949, 1.6076997518539429]","[False, False, True]",True,False,True
2,82,0,0.26186084747314453,"[0.7587403655052185, 1.1109659671783447, 1.067803978919983]","[False, False, False]",False,False,False
2,83,0,0.060031890869140625,"[1.9867870807647705, 1.0246530771255493, 0.6416904926300049]","[False, False, False]",False,False,False
2,84,0,0.21918678283691406,"[0.01150252390652895, 0.34796664118766785, 0.907377302646637]","[False, False, False]",False,False,False
2,85,3,0.10309219360351562,"[1.3451536893844604, 1.1603193283081055, 1.3469698429107666]","[False, True, False]",False,True,False
2,86,3,0.8397197723388672,"[0.7002893686294556, 1.557704210281372, 1.0729109048843384]","[False, True, False]",True,False,False
2,87,0,0.6751165390014648,"[1.5951868295669556, 0.9182024598121643, 1.7026845216751099]","[False, False, False]",False,False,False
2,88,0,0.1279125213623047,"[1.0319401025772095, 1.2005378007888794, 1.3550353050231934]","[False, False, False]",False,False,False
2,89,0,0.6234626770019531,"[0.8202397227287292, 0.9029940962791443, 1.5974247455596924]","[False, False, False]",False,False,False
2,90,0,0.5226230621337891,"[1.0289684534072876, 1.062175989151001, 1.2722282409667969]","[False, False, False]",False,False,False
2,91,0,0.09665584564208984,"[0.9957857131958008, 1.2527642250061035, 1.2865935564041138]","[False, False, False]",False,False,False
2,92,3,0.017568588256835938,"[1.2205595970153809, 0.7844662070274353, 1.275944709777832]","[True, True, True]",True,True,True
2,93,0,0.13127517700195312,"[0.6799299120903015, 1.188058614730835, 1.1761094331741333]","[False, False, False]",False,False,False
2,94,0,0.034501075744628906,"[1.0998796224594116, 1.0989103317260742, 0.8558252453804016]","[False, False, False]",False,False,False
2,95,0,0.2931528091430664,"[1.1512107849121094, 1.1640918254852295, 0.853236734867096]","[False, False, False]",False,False,False
2,96,0,0.16094398498535156,"[0.9485116004943848, 0.8777213096618652, 1.3645769357681274]","[False, False, False]",False,False,False
2,97,0,0.2931528091430664,"[1.1640918254852295, 1.1512107849121094, 0.853236734867096]","[False, False, False]",False,False,False
2,98,0,0.09935379028320312,"[0.9539691805839539, 0.9542490243911743, 1.0828639268875122]","[False, False, False]",False,False,False
2,99,0,0.09636878967285156,"[1.0676770210266113, 0.9461546540260315, 1.442611575126648]","[False, False, False]",False,False,False
